id,"Business Address",Address,City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
663,"89 Second Street","89 Second Street",Cambridge,MA,,42.368492,-71.079309,1,rooftop,89,"2nd St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
664,"1276 Mass. Ave.","1276 Massachusetts Ave",Cambridge,MA,,42.372676,-71.116736,1,rooftop,1276,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
665,"650 East Kendall St","650 East Kendall St",Cambridge,MA,,42.364534,-71.081074,1,rooftop,650,"E Kendall St",,,Cambridge,MA,"Middlesex County",02142,US,"City of Cambridge"
666,"731 Massachusetts Ave","731 Massachusetts Ave",Cambridge,MA,,42.366354,-71.104987,1,rooftop,731,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
667,"89 Blanchard Rd","89 Blanchard Rd",Cambridge,MA,,42.39437,-71.157322,1,rooftop,89,"Blanchard Rd",,,Cambridge,MA,"Middlesex County",02138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
668,"148 First St","148 First St",Cambridge,MA,,42.366443,-71.077765,1,rooftop,148,"1st St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
671,"735 Massachusetts Ave.","735 Massachusetts Ave.",Cambridge,MA,,42.366398,-71.105062,1,rooftop,735,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
672,"7 Broad Canal Way","7 Broad Canal Way",Cambridge,MA,,42.363326,-71.082784,1,rooftop,7,"Broad Canal Way",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
673,"58 JFK St.","58 JFK St.",Cambridge,MA,,42.371782,-71.120627,1,rooftop,58,"Jfk St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
674,"2376 Mass. Ave.","2376 Massachusetts Ave",Cambridge,MA,,42.396728,-71.129722,1,rooftop,2376,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
675,"93 First St","93 First St",Cambridge,MA,,42.368133,-71.077636,1,rooftop,93,"1st St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
676,"2046 Mass Ave.","2046 Massachusetts Ave",Cambridge,MA,,42.390897,-71.122566,1,rooftop,2046,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
678,"390 Third St","390 Third St",Cambridge,MA,,42.362769,-71.083326,1,rooftop,390,"3rd St",,,Cambridge,MA,"Middlesex County",02142,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
680,"1132 Mass. Ave.","1132 Massachusetts Ave",Cambridge,MA,,42.37087,-71.114145,1,rooftop,1132,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
681,"645 Cambridge St","645 Cambridge St",Cambridge,MA,,42.372055,-71.087116,1,rooftop,645,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
682,"145 First St","145 First St",Cambridge,MA,,42.366322,-71.078049,1,rooftop,145,"1st St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
683,"1736 Mass. Ave.","1736 Massachusetts Ave",Cambridge,MA,,42.384492,-71.119626,1,rooftop,1736,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
684,"424 Cambridge St","424 Cambridge St",Cambridge,MA,,42.371371,-71.083268,1,rooftop,424,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
685,"528 Cambridge St","528 Cambridge St",Cambridge,MA,,42.371609,-71.085095,1,rooftop,528,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
687,"196 Massachusetts Ave","196 Massachusetts Ave",Cambridge,MA,,42.361172,-71.096859,1,rooftop,196,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
688,"1 Belmont St","1 Belmont St",Cambridge,MA,,42.3749,-71.150356,1,rooftop,1,"Belmont St",,,Cambridge,MA,"Middlesex County",02138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
689,"10 Brookline St","10 Brookline St",Cambridge,MA,,42.363503,-71.101763,1,rooftop,10,"Brookline St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
691,"373 Walden St","373 Walden St",Cambridge,MA,,42.383814,-71.134269,1,rooftop,373,"Walden St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
693,"24 Holyoke St.","24 Holyoke St.",Cambridge,MA,,42.372165,-71.118394,1,rooftop,24,"Holyoke St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
694,"2257 Mass. Ave.","2257 Massachusetts Ave",Cambridge,MA,,42.394401,-71.12661,1,rooftop,2257,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
695,"151 Cambridge St.","151 Cambridge St.",Cambridge,MA,,42.370931,-71.078281,1,rooftop,151,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
696,"186 Alewife Brook Pkwy","186 Alewife Brook Pkwy",Cambridge,MA,,42.391006,-71.140285,1,rooftop,186,"Alewife Brook Pkwy",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
697,"57 JFK St","57 JFK St",Cambridge,MA,,42.372038,-71.120733,1,rooftop,57,"Jfk St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
699,"4 Central Square","4 Central Square",Cambridge,MA,,42.365028,-71.104427,1,rooftop,4,"Central Sq",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
703,"1686 Mass. Ave.","1686 Massachusetts Ave",Cambridge,MA,,42.382647,-71.119819,1,rooftop,1686,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
704,"550 Massachusetts Ave.","550 Massachusetts Ave.",Cambridge,MA,,42.36443,-71.102376,1,rooftop,550,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
705,"562 Cambridge St","562 Cambridge St",Cambridge,MA,,42.371615,-71.08568,1,range_interpolation,562,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"TIGER/Line® dataset from the US Census Bureau"
706,"1933 Mass. Ave.","1933 Massachusetts Ave",Cambridge,MA,,42.389619,-71.119961,1,rooftop,1933,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
707,"1307 Cambridge Street","1307 Cambridge Street",Cambridge,MA,,42.373648,-71.099434,1,rooftop,1307,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
708,"608 Main Street","608 Main Street",Cambridge,MA,,42.36285,-71.09392,1,rooftop,608,"Main St",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
710,"149 Alewife Brook Pkwy","149 Alewife Brook Pkwy",Cambridge,MA,,42.393754,-71.141205,1,rooftop,149,"Alewife Brook Pkwy",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
711,"740 Cambridge St","740 Cambridge St",Cambridge,MA,,42.372141,-71.089289,1,rooftop,740,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
712,"846A Massachusetts Ave","846A Massachusetts Ave",Cambridge,MA,,42.367378,-71.107144,0.9,rooftop,846,"Massachusetts Ave",Apt,A,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
713,"2150 Mass. Ave.","2150 Massachusetts Ave",Cambridge,MA,,42.392167,-71.124615,1,rooftop,2150,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
714,"389 Cambridge St","389 Cambridge St",Cambridge,MA,,42.371477,-71.082595,1,rooftop,389,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
715,"726 Cambridge St","726 Cambridge St",Cambridge,MA,,42.372085,-71.088865,1,rooftop,726,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
716,"408 Cambridge St","408 Cambridge St",Cambridge,MA,,42.371319,-71.082855,1,rooftop,408,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
718,"348 Huron Ave.","348 Huron Ave.",Cambridge,MA,,42.381153,-71.138111,1,rooftop,348,"Huron Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
719,"2378 Mass. Ave.","2378 Massachusetts Ave",Cambridge,MA,,42.396774,-71.129773,1,rooftop,2378,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
720,"241 Cambridge St","241 Cambridge St",Cambridge,MA,,42.371145,-71.079953,1,rooftop,241,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
721,"58 Church St","58 Church St",Cambridge,MA,,42.374081,-71.120981,1,rooftop,58,"Church St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
722,"2447 Mass. Ave.","2447 Massachusetts Ave",Cambridge,MA,,42.398321,-71.131064,1,rooftop,2447,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
727,"18 Eliot St.","18 Eliot St.",Cambridge,MA,,42.371969,-71.121468,1,rooftop,18,"Eliot St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
729,"40 JFK St.","40 JFK St.",Cambridge,MA,,42.372628,-71.11997,1,rooftop,40,"Jfk St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
730,"318 Third St","318 Third St",Cambridge,MA,,42.364935,-71.082679,1,rooftop,318,"3rd St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
731,"1288 Mass. Ave","1288 Massachusetts Ave",Cambridge,MA,,42.372734,-71.116943,1,rooftop,1288,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
732,"548 Massachusetts Ave.","548 Massachusetts Ave.",Cambridge,MA,,42.364406,-71.102339,1,rooftop,548,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
733,"1688 Mass. Ave.","1688 Massachusetts Ave",Cambridge,MA,,42.382734,-71.119811,1,rooftop,1688,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
734,"908 Massachusetts Ave","908 Massachusetts Ave",Cambridge,MA,,42.36826,-71.108739,1,rooftop,908,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
736,"962 Cambridge St","962 Cambridge St",Cambridge,MA,,42.37263,-71.093081,1,rooftop,962,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
737,"1030 Massachusetts Ave","1030 Massachusetts Ave",Cambridge,MA,,42.369599,-71.112205,1,rooftop,1030,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
738,"15 Dunster St","15 Dunster St",Cambridge,MA,,42.372918,-71.119043,1,rooftop,15,"Dunster St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
739,"52 Church St","52 Church St",Cambridge,MA,,42.374018,-71.120678,1,rooftop,52,"Church St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
741,"62 Walden St","62 Walden St",Cambridge,MA,,42.38894,-71.124885,1,rooftop,62,"Walden St",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
742,"2 Bow St","2 Bow St",Cambridge,MA,,42.372013,-71.115588,1,rooftop,2,"Bow St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
744,"1912 Mass. Ave.","1912 Massachusetts Ave",Cambridge,MA,,42.388947,-71.119898,1,rooftop,1912,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
746,"1638 Mass. Ave.","1638 Massachusetts Ave",Cambridge,MA,,42.381141,-71.119986,1,rooftop,1638,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
748,"49 Mt. Auburn St","49 Mt. Auburn St",Cambridge,MA,,42.371358,-71.116675,1,rooftop,49,"Mt Auburn St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
749,"1300 Cambridge Street","1300 Cambridge Street",Cambridge,MA,,42.373435,-71.099252,1,rooftop,1300,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
750,"159 First St","159 First St",Cambridge,MA,,42.366018,-71.078123,1,rooftop,159,"1st St",,,Cambridge,MA,"Middlesex County",02142,US,"City of Cambridge"
753,"1262 Cambridge Street","1262 Cambridge Street",Cambridge,MA,,42.373352,-71.098595,1,rooftop,1262,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
754,"45 Prospect St.","45 Prospect St.",Cambridge,MA,,42.366294,-71.103353,1,rooftop,45,"Prospect St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
756,"501 Cambridge St.","501 Cambridge St.",Cambridge,MA,,42.371718,-71.084366,1,rooftop,501,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
757,"844 Main St","844 Main St",Cambridge,MA,,42.363243,-71.098497,1,rooftop,844,"Main St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
760,"1737 Mass. Ave","1737 Massachusetts Ave",Cambridge,MA,,42.3844,-71.11926,1,rooftop,1737,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
761,"1034 Cambridge St","1034 Cambridge St",Cambridge,MA,,42.372793,-71.094287,1,rooftop,1034,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
762,"1782 Mass. Ave.","1782 Massachusetts Ave",Cambridge,MA,,42.385896,-71.119472,1,rooftop,1782,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
763,"1770 Mass. Ave.","1770 Massachusetts Ave",Cambridge,MA,,42.385528,-71.119517,1,rooftop,1770,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
765,"2263 Mass. Ave","2263 Massachusetts Ave",Cambridge,MA,,42.394495,-71.126712,1,rooftop,2263,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
766,"2485 Mass. Ave.","2485 Massachusetts Ave",Cambridge,MA,,42.399111,-71.131952,1,rooftop,2485,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
767,"1052 Cambridge Street","1052 Cambridge Street",Cambridge,MA,,42.372858,-71.094799,1,rooftop,1052,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
770,"75 Ames Street","75 Ames Street",Cambridge,MA,,42.363478,-71.088022,1,rooftop,75,"Ames St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
771,"502 Massachusetts Ave.","502 Massachusetts Ave.",Cambridge,MA,,42.364062,-71.101755,1,rooftop,502,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
772,"359 Huron Ave.","359 Huron Ave.",Cambridge,MA,,42.381327,-71.1385,1,rooftop,359,"Huron Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
773,"579 Massachusetts Ave.","579 Massachusetts Ave.",Cambridge,MA,,42.365638,-71.102107,1,rooftop,579,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
774,"1786 Mass. Ave.","1786 Massachusetts Ave",Cambridge,MA,,42.385958,-71.119466,1,rooftop,1786,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
776,"1735 Mass. Ave.","1735 Massachusetts Ave",Cambridge,MA,,42.384299,-71.119272,1,rooftop,1735,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
777,"2088 Mass Ave","2088 Massachusetts Ave",Cambridge,MA,,42.391305,-71.123431,1,rooftop,2088,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
778,"2166 Mass Ave.","2166 Massachusetts Ave",Cambridge,MA,,42.392336,-71.124808,1,rooftop,2166,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
780,"5 Bennett St.","5 Bennett St.",Cambridge,MA,,42.372221,-71.122621,1,rooftop,5,"Bennett St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
781,"3 Glassworks Ave.","3 Glassworks Ave.",Cambridge,MA,,42.370758,-71.074938,1,rooftop,3,"Glassworks Ave",,,Cambridge,MA,"Middlesex County",02141,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
782,"37 JFK St.","37 JFK St.",Cambridge,MA,,42.372732,-71.120151,1,rooftop,37,"Jfk St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
785,"60 Church St.","60 Church St.",Cambridge,MA,,42.373928,-71.121286,1,rooftop,60,"Church St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
786,"2284 Mass Ave.","2284 Massachusetts Ave",Cambridge,MA,,42.394732,-71.12768,1,rooftop,2284,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
787,"270 Broadway","270 Broadway",Cambridge,MA,,42.367702,-71.097246,1,rooftop,270,Broadway,,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
788,"1248 Cambridge Street","1248 Cambridge Street",Cambridge,MA,,42.373327,-71.098426,1,rooftop,1248,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
789,"1670 Mass Ave.","1670 Massachusetts Ave",Cambridge,MA,,42.382107,-71.119882,1,rooftop,1670,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
790,"130 Smith Place","130 Smith Place",Cambridge,MA,,42.393983,-71.150189,1,rooftop,130,"Smith Pl",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
791,"283 Broadway","283 Broadway",Cambridge,MA,,42.368371,-71.098334,1,rooftop,283,Broadway,,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
792,"766 Cambridge St","766 Cambridge St",Cambridge,MA,,42.372176,-71.089561,1,rooftop,766,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
794,"27 Mt. Auburn St","27 Mt. Auburn St",Cambridge,MA,,42.370783,-71.115036,1,rooftop,27,"Mt Auburn St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
796,"1923 Mass. Ave.","1923 Massachusetts Ave",Cambridge,MA,,42.389406,-71.119759,1,rooftop,1923,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
797,"2261 Mass. Ave","2261 Massachusetts Ave",Cambridge,MA,,42.394467,-71.12668,1,rooftop,2261,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
799,"450 Cambridge St","450 Cambridge St",Cambridge,MA,,42.371437,-71.083762,1,rooftop,450,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
800,"1 Arrow St.","1 Arrow St.",Cambridge,MA,,42.371178,-71.114516,1,rooftop,1,"Arrow St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
803,"474 Massachusetts Ave","474 Massachusetts Ave",Cambridge,MA,,42.363817,-71.101351,1,rooftop,474,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
804,"120 Vassar St., MIT duPont Gym","120 Vassar St., MIT duPont Gym",Cambridge,MA,,42.358856,-71.096287,1,rooftop,120,"Vassar St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
